building_id,mean,std,pct>18,pct<15
13723,13.5428,6.1017,27.11,60.63
1373,12.9297,6.2542,25.77,63.70
1374,16.1120,7.1463,48.28,43.66
13749,15.7991,6.9099,45.11,45.30
13753,16.3609,6.7576,47.71,42.40
13754,16.0850,7.0353,47.19,43.63
13757,15.7683,7.1455,45.25,45.91
13760,16.1741,7.1020,47.66,43.63
13763,16.3794,7.0070,48.48,42.45
13767,13.0207,7.1362,29.70,63.37
13779,14.5043,7.2629,38.46,52.33
13783,14.0609,6.9872,34.60,55.74
13784,14.0055,7.1719,35.10,55.39
13787,15.8007,6.9801,44.46,46.17
1379,15.0087,6.6076,38.67,50.59
13791,15.7711,6.9862,44.34,46.27
13795,15.8428,6.9436,44.54,46.00
13799,15.8305,6.9686,44.56,46.03
13803,15.0554,6.9481,40.02,50.90
13807,15.5295,7.3153,42.93,48.59
13810,14.9785,6.9789,39.74,51.17
13817,14.9651,7.0226,39.90,51.02
13832,15.4300,7.3285,42.48,49.05
13835,15.6477,7.6321,44.92,47.79
13841,15.4158,7.3360,42.88,48.11
13856,14.1028,6.8483,34.26,55.94
13858,13.9551,6.7935,33.55,56.64
13859,15.3288,7.3075,43.61,47.40
13875,14.1309,6.7939,34.16,56.07
13877,14.0486,6.7109,33.68,56.35
13879,12.0593,6.9252,25.15,68.32
13881,13.1008,6.8222,28.63,62.97
13891,15.4467,7.6183,44.65,47.43
13892,16.5549,7.1850,49.76,41.59
13893,15.4110,7.3230,43.35,48.15
13894,16.5197,7.3279,49.98,41.83
13895,15.3024,7.5640,43.47,47.83
13896,15.8900,7.2174,45.41,45.87
139,12.7842,6.8718,27.18,64.68
13945,12.1980,6.1897,23.44,67.78
13948,11.3671,5.7973,17.89,73.88
13951,12.2554,6.2003,23.70,67.48
13963,13.7606,6.5325,30.44,59.17
13964,13.7473,6.5424,30.43,59.21
13976,15.2791,7.6177,43.70,48.30
13977,16.6368,7.1126,50.61,40.48
13978,19.6470,5.8890,68.97,22.21
13979,16.4546,7.1508,48.94,42.45
13980,15.9147,7.1523,46.03,44.98
13981,19.0048,6.2713,65.47,25.32
13987,12.8612,6.3688,25.90,64.50
14006,18.3852,6.8741,60.88,31.68
14007,18.3738,6.8877,60.86,31.74
14008,16.7754,7.3900,51.74,40.70
14011,14.9832,6.9896,40.50,48.67
14014,13.9321,6.7887,33.68,57.21
14016,11.5372,6.2066,21.12,70.64
14017,14.3520,6.7574,35.57,54.67
14018,15.6941,6.9518,44.16,46.31
14020,16.9668,6.9537,51.70,39.03
14021,14.6488,7.6625,38.96,53.78
14022,13.7560,6.6230,31.58,58.39
14025,15.6764,6.8251,43.41,45.78
14032,15.5748,6.4088,40.69,48.34
14046,17.0661,6.6174,52.44,37.56
14047,17.4895,6.8165,55.02,36.37
14050,15.7916,6.7603,43.79,45.08
14053,17.4009,6.7841,54.53,36.64
14056,17.0239,6.6077,52.25,37.72
14058,17.0305,6.6052,52.28,37.69
14059,17.3205,6.5547,54.11,35.97
14060,17.2799,6.5616,54.05,36.11
14061,17.1567,6.5332,53.24,36.65
14062,17.2947,6.6377,54.56,35.98
14063,16.1309,6.7741,47.17,42.06
14081,13.5181,7.1372,32.29,59.38
14086,17.3386,6.7377,54.27,36.77
14102,15.3180,7.1160,43.23,47.34
14103,15.2166,7.1527,42.77,47.86
14107,12.4937,6.3986,24.81,66.32
14108,15.7743,6.9579,45.44,44.83
14112,12.1253,6.9581,26.62,65.09
14113,14.9888,6.2118,36.63,49.64
14114,14.4732,6.3586,34.26,54.29
14115,15.9993,6.1053,43.72,43.67
14116,13.8114,7.4809,37.06,55.68
14119,14.8286,6.4568,35.94,51.19
14123,12.4211,6.3760,23.96,67.21
14128,16.3542,7.1199,49.28,41.74
14131,15.4118,7.2558,44.55,46.97
14134,12.5163,7.0182,28.18,64.42
14136,12.5415,7.0567,28.43,64.07
14139,17.1711,6.6583,53.55,36.55
14140,14.7836,6.9129,39.00,50.57
14144,17.2306,6.9036,53.67,37.45
14147,13.1002,7.3152,31.27,61.55
14151,16.9898,6.6685,51.77,38.68
14153,16.8135,7.1111,51.18,40.21
14161,14.9853,6.7895,39.13,50.96
14166,14.9609,6.7712,39.41,49.13
14170,14.6764,6.7651,36.19,53.81
14175,14.1914,6.7802,34.27,55.59
14176,16.2215,7.3364,47.90,44.36
14177,14.4929,6.7037,35.07,55.29
14183,16.0467,7.3271,46.80,45.10
14187,14.1170,6.8164,34.36,56.31
14193,14.9426,7.1265,40.40,50.50
14197,11.6238,7.2361,25.92,67.86
14201,12.2103,7.2240,27.74,65.38
14205,10.9819,6.7941,21.15,72.67
14255,15.8483,7.4790,47.42,44.98
14270,12.5386,6.8861,26.85,63.85
14271,11.6090,6.6044,21.37,70.33
14272,15.2734,6.7909,40.29,49.50
14274,15.7986,6.7963,43.90,45.73
14278,14.8031,7.0499,39.06,50.73
14279,14.8523,7.0963,40.42,50.24
14281,13.7105,6.8665,31.59,59.55
14282,10.3601,5.9802,15.86,78.16
14289,16.5948,6.8976,50.59,39.73
14290,15.7019,6.9518,45.11,45.29
14294,13.1638,6.7135,29.80,60.78
14307,11.5347,6.9332,22.69,70.33
14308,12.1354,7.0258,25.69,67.47
14314,15.6134,6.7159,42.83,46.51
14315,15.6132,6.6767,42.57,46.73
14316,15.3595,6.7222,41.57,47.68
14317,14.7387,6.7829,38.07,52.33
14319,17.1401,7.0792,54.35,37.10
14332,15.8555,6.7937,45.16,43.88
14333,14.9952,7.0916,40.79,49.97
14336,15.7263,7.0517,45.14,45.80
14342,14.2158,6.8185,35.36,54.45
14349,14.4336,7.2293,38.05,53.49
14351,12.6238,6.9445,26.53,65.40
14370,16.3915,6.9431,48.47,42.22
14373,19.6920,5.4028,70.71,19.43
14377,16.4776,6.9385,48.98,41.70
14379,19.7312,5.3792,70.93,19.18
14387,14.5100,6.6595,36.82,53.75
14389,14.0737,6.5844,34.13,55.55
14392,11.9240,6.3426,22.74,68.82
14395,11.2791,6.4005,20.83,71.19
14397,14.8181,7.1686,38.66,51.55
14402,14.6826,6.6718,34.06,54.28
14404,14.1502,7.0840,35.23,55.94
14409,14.2846,7.0825,35.96,55.01
14414,14.3133,7.1312,36.28,55.00
1442,14.7196,7.1270,39.72,50.82
14425,13.9756,7.1877,35.47,56.99
14429,15.9252,6.8766,46.37,43.87
14433,12.8116,7.1418,30.90,61.31
14435,13.8782,7.1014,34.99,56.59
14437,17.3274,6.6719,54.12,36.52
14439,11.7347,6.8924,23.50,68.23
14440,11.2385,6.5452,20.01,71.69
14441,15.5807,6.9014,42.65,47.62
14443,15.9110,6.7680,43.84,45.48
1445,14.4105,5.8843,30.37,56.86
14451,17.5356,6.2432,56.63,33.23
14477,14.1225,7.0327,35.35,56.21
14478,14.4615,6.9016,36.12,54.51
1448,12.5611,7.4747,29.33,64.01
14489,15.3130,6.5945,40.07,48.07
1449,13.4994,5.9313,25.61,61.82
14496,13.6878,6.6103,32.05,58.22
14504,16.0794,7.0449,46.94,43.84
1451,14.2899,7.0273,36.44,55.17
14513,11.9746,6.9504,23.96,68.47
14521,11.3871,6.8476,22.35,71.48
14522,12.4795,7.0765,27.14,65.84
14525,12.9967,6.7650,27.92,63.81
14529,15.0770,7.0440,41.44,49.25
1453,10.6558,5.1764,12.39,80.38
14531,16.9149,6.5009,50.84,37.33
14533,14.5982,7.3423,39.63,52.65
14547,17.5416,6.6714,56.20,34.49
14549,15.2791,6.5164,40.75,47.63
14550,14.5723,6.7415,37.04,52.80
14552,14.7742,6.8990,38.67,51.49
1457,10.4564,5.2424,12.53,80.65
14571,10.2223,6.5086,16.16,77.09
14572,14.7336,6.9178,38.56,51.71
1461,14.0948,6.1480,31.45,57.38
1464,11.8424,6.9692,24.41,68.95
1465,15.5276,5.8824,37.67,50.03
1470,13.0260,6.6792,28.93,60.60
14711,16.6056,7.2407,50.46,41.26
14717,17.6653,6.8584,56.28,34.72
14718,17.8200,6.8725,57.77,33.80
14727,16.4203,7.3130,49.78,41.88
1473,10.2259,6.7142,19.88,74.53
14733,17.7755,6.8822,57.00,34.40
14734,17.7990,6.8679,57.63,33.94
14744,17.6258,6.8955,56.01,35.79
14747,15.9256,7.1196,46.20,44.98
14758,13.8100,6.5356,31.41,57.98
14759,14.4311,6.9550,36.60,54.17
14761,14.5242,6.9573,36.88,53.83
14762,9.6142,5.8101,13.51,80.54
14764,13.6194,6.9898,32.73,58.98
14765,13.7005,7.0248,33.18,58.64
14766,13.7657,7.0681,33.39,58.54
14767,13.7456,7.0626,33.48,58.46
14774,13.9893,7.3726,35.59,56.45
14776,14.9784,7.0298,41.22,49.05
14777,15.7596,6.6143,43.75,45.29
14785,15.7112,6.9912,45.17,44.85
14790,16.0644,6.7177,46.36,42.99
14799,15.2048,7.1377,43.42,46.86
14803,14.6713,6.9906,39.03,51.29
14804,13.7166,7.5927,37.02,55.24
14806,15.1320,7.0154,41.56,48.37
14808,15.0777,6.9333,40.66,49.03
14814,14.9258,6.9207,40.08,49.41
14816,14.5409,7.1575,38.98,51.65
14818,14.3635,7.0668,37.37,53.87
14819,15.9026,6.8635,45.39,44.87
14838,15.4287,6.5746,39.57,48.71
14842,13.1717,7.4770,32.24,61.36
14877,13.9080,7.0930,35.40,55.56
14878,14.7524,6.9518,38.62,51.24
14879,16.8340,6.9994,50.16,39.93
14880,13.3634,6.9599,30.99,59.82
14881,14.8033,7.0263,39.15,50.90
14888,16.3051,6.9933,47.06,43.18
14889,20.8271,5.8446,75.12,18.65
14890,14.3817,7.2764,37.68,54.75
14891,14.4572,7.2519,37.93,54.44
14892,13.0990,7.3535,31.89,60.37
14895,13.0560,7.5216,32.07,60.98
14897,12.3385,6.5297,24.15,66.25
14923,13.7135,6.6293,32.31,58.39
14933,14.3131,7.1693,37.18,54.14
1494,11.8644,7.5403,28.39,65.70
14946,15.1654,6.9276,39.83,51.32
14949,14.7113,7.2216,39.10,52.98
1495,16.5304,7.6218,50.99,42.48
14952,15.7417,7.0183,43.82,47.08
14954,13.4150,7.0953,31.77,60.67
14955,16.2898,7.0013,47.58,43.45
14956,13.9431,7.4687,36.09,56.03
14957,14.1866,7.0525,34.87,56.18
14958,11.7713,7.2654,26.03,67.38
14959,16.7688,7.1921,50.36,40.71
1496,14.8321,8.1157,42.61,52.30
14960,16.9032,7.1804,51.44,39.25
14966,13.0657,7.0971,30.79,62.16
14971,10.4250,6.7316,18.99,74.64
14972,10.2772,6.7679,18.68,74.96
14987,9.8992,6.3955,16.42,77.80
14989,10.3738,6.4923,18.38,75.57
14991,13.5475,7.6576,34.87,58.80
14992,12.8465,6.6128,26.11,64.27
15009,16.2339,6.6184,46.04,42.48
15013,17.1333,6.7795,51.76,37.88
15015,16.1873,6.6337,45.79,42.77
15018,14.4723,6.9078,35.98,54.62
15019,18.1796,6.9190,58.68,33.09
15022,18.2522,6.7139,60.71,31.44
15024,16.9812,7.1196,51.49,40.09
15025,18.4414,6.6867,60.71,30.62
15028,17.3566,6.7550,55.00,36.35
15029,10.2965,6.3279,17.27,75.90
15030,11.0882,6.9157,21.99,72.35
15040,12.1866,6.4155,24.06,67.84
15044,12.5012,6.5218,25.81,65.79
15051,12.0714,6.8995,24.60,67.84
15052,13.0018,6.5067,27.12,62.25
15055,13.4952,6.9415,30.65,59.29
15061,13.5129,6.7788,32.58,57.91
15063,13.5660,6.8272,30.94,59.91
15068,15.3490,6.6857,39.75,49.04
15069,15.9709,6.6094,44.09,45.20
15080,15.4087,6.5826,40.05,48.66
15081,15.8962,6.6264,43.88,45.53
15084,13.3287,6.8725,30.64,61.05
15096,14.1659,6.8005,35.21,55.66
15109,13.6602,6.8768,32.59,58.91
15116,11.9019,6.2972,22.47,67.90
15118,16.3122,6.6493,47.00,42.02
15119,11.6603,6.6773,23.34,68.88
15120,12.9895,7.5084,31.92,61.52
15121,13.0354,7.5051,32.13,61.32
15124,14.3416,7.0387,36.82,53.64
15125,15.4658,6.7755,43.49,46.50
15126,14.9666,7.3212,41.10,51.03
15130,12.5869,6.9731,28.15,63.60
15131,12.6163,6.9715,28.26,63.45
15133,14.7382,6.5362,36.34,52.00
15136,12.2009,6.9609,26.36,66.55
15141,10.2447,6.2830,17.02,76.40
15147,12.1633,7.0211,26.54,65.96
15150,13.8836,6.4890,32.48,57.11
15166,12.8617,7.0177,29.81,60.73
15173,15.8925,6.8720,45.06,45.07
15177,15.2852,6.7808,40.35,50.25
15179,15.1325,7.1234,40.48,50.97
15184,12.4474,7.1450,28.59,64.57
15185,12.6393,6.7869,26.98,64.10
15186,11.9088,7.3525,26.98,67.08
15187,12.6387,7.2432,29.64,63.27
15188,11.8996,7.3776,26.99,66.97
15191,14.8056,7.1996,40.29,50.72
15192,13.7336,7.0814,34.38,56.76
15193,11.9440,6.7783,24.74,67.86
15195,12.7365,6.6184,27.58,63.85
15199,12.2475,6.5370,24.52,66.98
15200,14.7805,7.2973,39.51,52.14
15202,14.9848,6.4277,34.47,52.46
15203,12.9339,7.2585,30.04,62.71
15204,13.8683,7.4602,35.12,57.79
15206,12.8869,6.5828,27.13,65.36
15216,16.3270,6.9720,47.36,43.33
15218,15.7945,6.9091,43.19,46.82
15220,16.8075,6.9126,50.83,39.42
15222,15.5960,6.9973,42.54,47.94
15230,16.4703,6.7226,48.55,40.61
15237,14.7860,7.3458,39.27,52.70
15238,16.5028,6.6938,48.69,40.60
15240,16.7351,6.7085,49.45,39.99
15247,12.2782,6.7663,24.92,66.86
1527,17.7047,6.7478,56.82,34.50
15287,12.6787,6.6858,27.48,63.91
15288,11.3423,6.3744,20.22,72.72
15290,15.0439,6.5625,38.38,50.67
15292,15.0069,6.6788,39.64,50.17
15293,16.6771,6.2084,49.45,38.82
153,12.3999,6.6457,25.73,65.74
15302,15.1302,7.2220,41.44,49.85
15304,14.7235,7.3967,39.37,52.45
15306,15.0321,6.9803,39.63,51.05
15308,14.0380,7.3322,35.98,56.87
15320,17.5630,6.5383,56.96,33.88
15328,16.6236,6.7445,50.24,40.29
15333,17.5533,6.5186,56.83,33.83
15338,16.0476,7.1749,47.65,44.09
15343,12.2418,5.9070,20.54,68.63
15348,13.3833,6.9787,31.79,58.77
15352,12.2314,6.9621,25.76,67.30
15353,15.7842,6.8712,45.48,44.50
15355,15.6019,6.7734,44.14,46.06
15360,16.0569,6.8518,46.70,43.56
15361,16.5819,6.7192,49.26,40.22
15362,18.1362,6.4411,59.96,30.56
15363,18.4810,6.3359,62.64,28.41
15364,10.6415,5.8587,15.90,76.98
15365,10.6856,5.8321,15.96,76.88
15366,10.5952,5.8683,15.79,77.07
15367,10.5339,4.4557,7.72,83.44
15369,17.1486,6.9731,53.02,38.46
15370,16.3582,6.8084,47.59,42.39
15372,16.6895,6.8204,50.04,40.32
15375,16.4936,6.7350,47.59,41.94
15376,12.9063,7.7719,33.45,60.91
15377,14.8005,6.9939,37.32,53.24
15378,15.3610,6.9048,40.85,49.06
15379,14.7801,6.9723,37.22,53.26
15380,15.0762,7.0017,39.23,51.45
15382,12.5085,7.4479,30.14,63.31
15384,14.4013,6.7920,35.27,55.08
15386,16.5157,6.8964,48.18,41.89
15387,15.4179,6.6530,43.14,46.63
15393,16.9847,6.8445,51.02,39.19
15394,14.0914,6.6244,32.68,54.99
154,12.0001,6.8248,24.85,67.86
15401,14.3546,7.1205,36.67,55.38
15402,13.9876,6.6932,33.04,56.93
15403,12.3107,6.8983,26.83,65.83
15404,14.5630,6.7945,36.51,53.79
15405,12.9881,7.2001,31.11,60.81
15406,14.7751,7.0101,38.03,52.61
15409,17.0174,6.7609,50.49,39.26
15410,14.0993,6.4094,31.50,56.11
15411,16.8676,6.8628,51.19,39.35
15413,16.5872,6.9124,49.11,41.45
15415,16.5115,6.8971,48.89,41.66
15417,16.2724,6.8082,47.40,42.62
15419,16.0634,6.7227,45.92,43.53
15420,16.5619,6.8123,49.30,41.02
15431,16.5399,6.8405,49.03,41.34
15432,16.9083,6.7537,51.32,38.90
15435,16.6096,6.7437,49.51,40.65
15436,16.3545,6.7586,48.02,42.03
1544,13.9503,6.6759,33.87,55.98
15457,14.2684,6.6987,34.65,55.09
15459,16.8295,6.8455,50.93,40.18
15460,13.2089,7.0417,30.14,61.90
15462,14.6413,6.9547,36.71,54.59
15482,9.6303,5.8303,13.04,80.71
15484,10.1395,6.0854,15.31,77.85
156,14.2083,6.9506,34.86,54.86
15605,17.6494,6.9560,57.31,34.86
1573,9.7139,6.1545,15.20,79.98
1575,14.1273,7.1203,36.08,54.77
1576,13.4305,7.9459,36.05,57.94
1578,15.3033,7.3110,40.63,51.60
1588,12.8254,6.3702,28.19,60.16
1594,17.9072,6.5665,57.17,32.73
1595,14.1736,7.0085,35.52,54.89
1599,16.3987,6.7385,47.43,42.27
1601,12.7589,6.6363,26.71,65.00
1602,14.4980,6.8099,34.39,54.12
1624,13.3271,6.9147,31.55,59.98
1627,14.7383,7.1265,38.65,52.81
1632,11.0931,6.8178,22.52,71.27
1636,12.5465,6.7115,25.15,67.20
1637,13.9536,6.5765,31.98,57.45
1638,12.0305,6.1579,21.81,68.88
1639,18.8521,5.9230,64.01,24.67
1640,16.1667,7.1098,47.11,43.87
16468,15.9428,6.7568,43.47,46.00
16469,16.1473,6.7534,44.33,45.42
16495,17.8786,6.7503,59.01,32.27
16497,14.4071,6.9951,37.89,52.93
1654,14.2017,7.6410,38.40,55.60
1655,13.9748,7.1145,35.82,55.92
1656,16.3812,7.0820,48.98,42.14
1662,11.9267,6.6164,23.64,67.86
1663,13.9758,6.5913,33.77,55.56
1664,14.8882,6.9900,40.56,49.92
1665,17.1320,6.4547,53.69,35.17
1675,15.5249,6.6433,41.52,47.33
1686,13.9271,6.7025,32.85,57.59
1689,14.5684,6.7800,37.34,51.82
1705,14.9942,6.5952,40.88,46.76
1706,13.7352,7.2679,35.18,56.19
1712,15.4984,6.6627,42.21,46.88
1715,12.4379,6.9018,27.33,65.46
1718,10.9447,6.3553,19.10,74.48
1719,10.4312,6.0609,15.69,77.68
1723,15.0677,7.3556,41.45,49.89
1724,11.7832,6.3007,21.61,69.59
1725,15.4768,7.4085,44.12,47.85
1728,16.1895,7.1083,47.33,44.02
1733,15.0526,7.0552,40.55,49.84
1736,16.7771,6.7271,49.21,39.76
1748,17.3665,7.0859,55.26,36.86
1752,17.4256,6.8845,54.55,36.63
1755,12.7267,6.6823,27.51,63.91
1759,12.8002,7.1867,32.27,59.71
176,10.2199,6.6696,18.44,76.95
1764,15.1938,7.0056,41.03,49.26
1765,15.6030,6.7898,43.04,46.08
1768,10.4659,5.8669,15.16,78.01
1769,14.8487,7.5314,41.90,50.55
1776,11.1806,7.0215,22.85,71.46
178,12.4631,7.5640,30.65,63.30
1787,16.5274,7.1695,50.00,41.49
1788,16.6238,7.1471,50.44,41.07
179,12.5927,7.2625,28.16,65.37
1802,14.8503,6.8496,38.06,51.91
1805,11.4497,6.9394,23.02,69.84
1809,13.6041,6.1343,27.68,59.54
1810,14.1565,6.0708,32.92,53.45
1817,13.1195,7.0546,31.14,60.50
18191,13.9652,7.3363,35.53,57.01
1827,17.5009,6.5164,55.41,33.97
1833,13.4197,6.6548,28.47,64.21
18392,18.0235,7.1551,57.91,34.70
18394,17.0984,6.9242,51.86,38.84
184,15.2595,6.7096,40.45,47.34
1840,13.0664,7.2357,30.56,62.34
1841,11.4099,6.0065,18.78,71.97
1842,15.4359,7.0106,42.93,48.09
1845,12.5327,5.9783,21.45,66.38
1848,14.4929,6.9215,35.90,55.10
1849,13.3742,7.0850,31.22,60.88
1850,14.0540,6.8209,33.69,57.30
1851,13.5834,7.2179,32.81,59.16
1853,12.8670,7.0062,30.26,61.66
1854,9.3683,6.0935,15.32,78.49
1856,14.0184,6.5948,31.84,56.84
1859,14.2108,7.0542,37.00,54.14
1860,13.5480,7.1143,32.66,59.27
1865,14.1212,6.7671,33.47,56.12
1866,12.1749,6.6785,25.16,67.13
1867,14.2934,6.6841,34.97,54.88
1869,16.5179,6.6687,48.56,41.18
1872,14.7744,6.6273,37.31,52.33
1873,15.7443,6.8288,43.75,46.50
18743,14.3902,6.4117,35.26,53.48
18749,15.7538,7.1915,44.26,47.18
1877,15.8226,6.8669,44.27,45.66
1878,14.5663,7.0546,38.27,52.86
1880,13.1101,6.6533,28.73,61.29
1881,11.8113,7.0540,24.52,66.74
1885,15.7257,7.0859,44.10,46.42
1897,12.2348,6.7614,26.18,66.08
1910,15.6425,6.0430,38.36,47.15
1922,14.3178,6.5068,34.16,52.56
1925,13.3726,6.7547,30.63,56.99
1931,18.1809,6.2913,58.79,30.97
1934,9.8613,6.3532,15.83,79.29
1935,11.3717,7.0040,23.43,69.79
1938,9.8184,6.3472,15.77,79.44
1939,11.3561,6.9881,23.30,69.92
1943,12.1641,7.5573,28.81,65.17
1944,12.1323,7.4142,27.85,65.90
1946,10.3945,6.2887,18.19,74.49
1948,15.0440,6.8511,39.56,49.98
195,12.5255,6.6706,25.47,65.95
1953,14.0052,6.2611,31.50,56.02
1956,14.8308,6.4908,36.71,51.33
1965,13.3282,6.7218,28.87,62.02
1966,13.2654,6.8142,28.93,62.50
1968,14.8018,6.8233,35.92,53.56
1972,14.6586,6.7817,36.75,53.46
1973,14.0859,6.5656,34.62,54.97
1974,14.6609,6.5905,36.16,53.10
1975,16.0685,6.8082,47.81,42.62
1976,15.2818,6.7278,41.35,47.17
1977,16.1011,6.6123,47.12,42.47
1978,15.6642,6.6700,43.26,46.21
1979,19.5170,5.7957,68.05,23.17
1980,14.2903,6.9057,35.69,54.83
1981,14.3557,6.9169,37.01,53.14
1982,14.8065,6.7004,37.25,52.68
1983,19.0251,6.2885,64.27,27.71
1984,12.4274,6.6946,25.75,64.40
1986,15.2608,6.9053,41.50,47.05
1988,14.5462,6.7979,36.36,51.39
1989,15.1141,6.7141,39.59,48.15
1990,13.4454,6.4867,28.46,59.60
1991,14.6218,6.7609,37.00,51.87
1992,11.0707,6.6576,20.89,72.79
1993,8.6496,5.4620,10.24,85.98
1994,14.7640,6.3009,37.53,49.77
1996,12.8357,6.2972,25.82,64.61
2000,15.9588,7.0242,45.31,45.46
2001,15.8032,7.0248,44.69,46.24
2002,16.0595,7.0402,46.09,45.38
2003,16.6931,7.5915,51.60,41.52
2005,15.8309,6.9925,44.48,46.49
2006,15.4705,6.9986,41.76,49.32
2007,16.8549,6.9542,51.53,39.65
2008,16.1862,7.7803,49.12,44.26
201,17.8660,6.4762,56.02,32.64
2018,15.9950,6.3055,42.91,43.42
2019,15.9572,6.3046,42.73,43.71
202,13.7605,6.5985,31.01,58.14
2023,15.8792,6.3047,42.22,44.52
2024,16.1770,6.6249,46.82,42.66
203,12.9417,6.5607,26.92,64.12
2030,11.4143,6.1019,19.36,72.58
2038,16.5197,6.6610,48.75,40.91
2039,12.7266,6.2760,24.00,66.16
2041,15.7356,6.6177,43.96,45.68
2049,15.5850,6.5393,42.91,46.49
2057,14.9085,7.0427,37.94,52.81
2058,15.6629,6.9319,42.63,47.62
2059,14.5854,6.8180,36.22,53.52
2060,14.3567,6.9369,35.24,55.29
2061,13.3533,7.1661,32.18,59.79
2069,15.0303,6.9789,40.44,49.95
2070,13.2350,7.4427,32.46,60.15
2071,13.4394,7.0035,31.22,60.53
2072,12.9550,6.8531,28.54,62.73
2073,14.4789,6.8605,35.78,54.50
2075,16.8010,6.8689,50.77,39.76
2077,12.4765,7.3493,29.31,62.65
2097,14.2623,7.1982,36.51,55.54
2103,11.3557,6.2614,20.22,71.46
2112,15.4202,6.5334,40.08,46.91
2113,15.3293,6.5692,39.93,47.96
2114,11.6002,6.5270,23.15,68.67
2118,15.4345,6.4739,39.79,47.45
2122,15.5659,6.5888,40.23,46.10
2123,15.1376,6.7589,39.31,49.52
2127,14.6051,6.4906,34.66,52.81
2128,18.6382,5.9561,62.45,26.42
2130,10.8606,6.4883,19.62,72.85
2134,13.5562,7.3662,34.81,58.01
2136,12.8686,6.4129,27.66,61.39
2137,13.5507,7.5949,34.96,57.67
2139,14.5161,7.0920,37.33,53.94
2140,14.8433,7.2173,39.46,52.08
2141,15.0992,7.2813,41.09,50.43
2142,10.1312,5.6033,12.94,78.80
2143,14.8432,7.2613,39.61,52.01
2144,14.4563,7.3803,37.96,54.47
2145,14.8091,7.2738,39.61,52.18
2146,10.0110,5.6053,12.91,79.18
2147,14.6967,7.1602,38.61,52.69
2148,14.4607,7.1956,37.21,54.60
2149,14.1789,7.1770,36.06,55.43
2155,16.5611,6.4196,47.83,39.95
2156,12.6169,6.4101,24.84,65.01
2160,14.4025,6.6732,36.21,53.70
2161,12.0979,6.8261,25.84,65.94
2162,14.2896,6.4170,34.31,54.31
2165,13.5197,7.0766,31.93,59.82
2166,14.8238,6.9585,38.32,52.01
2171,14.0811,7.1419,34.55,57.14
2172,14.9756,6.7553,38.69,50.99
2173,14.6286,6.8455,36.29,53.51
2174,14.1796,6.6185,33.36,56.19
2175,15.7303,6.9595,44.65,45.83
2177,13.8086,6.2477,29.42,59.54
2179,17.1338,6.7053,52.61,37.32
2180,17.2264,6.9900,54.26,37.31
2181,16.5018,7.0680,49.63,41.74
2184,17.2739,6.7341,54.37,35.91
2185,17.2514,7.1915,54.02,38.51
2189,12.9477,6.4743,28.19,62.87
2190,12.1445,6.4533,23.92,68.42
2194,11.4137,6.3300,21.61,71.47
2195,17.0073,6.9482,52.80,38.43
2196,17.0071,6.9046,52.45,38.42
22206,13.5276,6.8894,34.89,56.11
22211,15.6910,7.3283,45.58,46.72
22212,11.4666,6.7792,23.02,70.17
2224,12.3957,6.8427,25.44,67.62
2226,12.0072,7.0371,24.67,68.40
2227,15.5076,6.6787,41.41,47.85
2228,13.3599,6.7063,28.66,61.48
223,15.3661,6.9055,41.83,48.37
2230,11.9946,7.0526,24.77,68.26
2231,15.6556,6.6475,42.25,47.18
22328,19.0666,6.9745,67.19,26.70
22330,18.6952,6.7899,63.42,29.03
22331,17.8908,7.0450,57.98,34.17
22333,17.3869,6.7917,54.69,35.58
22334,13.7211,7.8559,37.63,55.60
22335,15.7186,7.0638,44.29,46.41
22336,16.9683,7.2511,53.14,39.09
22337,16.9581,7.2485,53.04,39.14
22338,16.9893,7.2238,53.14,39.01
22339,15.3433,6.9767,41.91,47.88
22340,16.6338,7.2846,51.28,39.85
22341,12.7251,6.8815,26.23,65.42
22342,15.2890,6.5300,40.77,48.25
2236,12.9166,6.2886,24.68,63.00
2238,11.9172,7.0118,24.17,68.99
22381,17.0312,6.8830,52.38,38.31
22383,16.2624,7.0306,48.59,41.64
22386,15.5688,7.0467,44.04,45.92
2239,13.5141,5.8169,26.90,59.27
22435,14.6950,6.8462,38.38,51.61
22437,13.5020,6.1572,27.86,59.48
22439,13.1260,6.0682,25.06,61.49
2244,10.1986,5.8564,14.80,79.07
2245,10.3230,5.8870,15.49,78.02
2246,8.8017,5.8865,12.50,83.29
2247,9.8887,5.9414,14.52,79.77
2248,17.5351,6.7152,55.43,35.39
22483,17.5053,6.5154,55.65,34.67
22485,16.4621,6.9546,47.85,40.69
22486,16.2092,7.0500,46.25,42.57
2249,15.9216,6.7382,45.57,44.37
22492,17.8746,7.0749,57.45,34.44
2253,16.8165,6.7417,50.50,39.69
2258,17.8202,6.7445,57.47,33.78
2260,17.2178,6.9455,54.25,37.17
2265,17.8214,6.7932,57.66,33.98
2266,17.0315,6.1861,50.73,36.84
2268,16.7727,6.9946,51.48,39.64
2269,16.8906,7.0078,52.18,39.08
2270,17.3726,6.7337,54.62,36.33
22728,11.9497,6.1498,21.46,68.12
22730,12.3249,6.1665,23.35,65.54
22740,11.6448,5.9984,19.79,71.06
22751,13.6723,6.4164,29.90,58.91
2276,15.6010,7.3254,43.68,47.37
22768,12.3443,6.2083,23.70,65.21
2277,16.2003,7.6108,48.45,43.42
